"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-004","이촌2주차장","12023","951202","2022/09"
"PLT-002","난지1,2,3주차장","80947","5564883","2022/09"
"PLT-005","뚝섬4주차장","23119","2420837","2022/09"
"PLT-003","망원2,3주차장","36220","3183828","2022/09"
"PLT-006","광나루1,2주차장","27307","2098985","2022/09"
"PLT-007","양화2주차장","2425","237890","2022/09"
"PLT-011","잠실1,2,3,4주차장","97487","7284368","2022/09"
"PLT-005","뚝섬1주차장","11399","678772","2022/09"
"PLT-005","뚝섬2주차장","33572","3735573","2022/09"
"PLT-005","뚝섬3주차장","17261","1674741","2022/09"
"PLT-008","여의도2주차장","45209","5627490","2022/09"
"PLT-003","망원1주차장","14119","750236","2022/09"
"PLT-008","여의도5주차장","9343","2089171","2022/09"
"PLT-004","이촌1주차장","2245","216797","2022/09"
"PLT-010","잠원1주차장","27525","2020578","2022/09"
"PLT-001","강서1주차장","5570","448778","2022/09"
"PLT-004","이촌3,4주차장","22269","1628057","2022/09"
"PLT-008","여의도4주차장","5029","1350083","2022/09"
"PLT-007","양화1주차장","7652","781706","2022/09"
"PLT-010","잠원2-6주차장","74014","7099872","2022/09"
"PLT-009","반포1주차장","24219","1432830","2022/09"
"PLT-007","양화2주차장","1512","137710","2022/08"
"PLT-006","광나루1,2주차장","23368","2064034","2022/08"
"PLT-010","잠원2-6주차장","61332","6279870","2022/08"
"PLT-008","여의도2주차장","34676","4665070","2022/08"
"PLT-008","여의도4주차장","4443","1219564","2022/08"
"PLT-004","이촌2주차장","8028","556472","2022/08"
"PLT-001","강서1주차장","5061","367654","2022/08"
"PLT-006","광나루3주차장","11794","659189","2022/08"
"PLT-005","뚝섬2주차장","24836","2917255","2022/08"
"PLT-005","뚝섬4주차장","19692","1935588","2022/08"
"PLT-002","난지1,2,3주차장","59145","3923590","2022/08"
"PLT-007","양화1주차장","6725","777563","2022/08"
"PLT-008","여의도5주차장","7007","1838276","2022/08"
"PLT-004","이촌1주차장","1446","87109","2022/08"
"PLT-004","이촌3,4주차장","17206","1304511","2022/08"
"PLT-003","망원1주차장","6405","437839","2022/08"
"PLT-003","망원2,3주차장","26641","2289194","2022/08"
"PLT-009","반포1주차장","21657","1052945","2022/08"
"PLT-009","반포2,3주차장","61242","4732560","2022/08"
"PLT-011","잠실1,2,3,4주차장","85542","5887337","2022/08"
"PLT-005","뚝섬3주차장","13921","1717520","2022/08"
"PLT-005","뚝섬1주차장","7414","487238","2022/08"
"PLT-007","양화3,4,5주차장","26954","1700424","2022/08"
"PLT-008","여의도1주차장","83791","8461904","2022/08"
"PLT-008","여의도3주차장","37941","8813228","2022/08"
"PLT-010","잠원1주차장","21162","1388072","2022/08"
"PLT-005","뚝섬2주차장","26222","3086722","2022/07"
"PLT-008","여의도3주차장","41726","9589694","2022/07"
"PLT-006","광나루3주차장","21022","1294194","2022/07"
"PLT-010","잠원1주차장","19271","1493601","2022/07"
"PLT-009","반포2,3주차장","78750","6276442","2022/07"
"PLT-007","양화3,4,5주차장","29415","2021453","2022/07"
"PLT-006","광나루1,2주차장","27150","2549745","2022/07"
"PLT-004","이촌2주차장","10403","742884","2022/07"
"PLT-002","난지1,2,3주차장","54822","4014211","2022/07"
"PLT-011","잠실1,2,3,4주차장","94311","6495033","2022/07"
"PLT-003","망원2,3주차장","34911","2993589","2022/07"
"PLT-010","잠원2-6주차장","69107","7458885","2022/07"
"PLT-005","뚝섬4주차장","22340","2234001","2022/07"
"PLT-008","여의도1주차장","78405","8976575","2022/07"
"PLT-008","여의도4주차장","4975","1430113","2022/07"
"PLT-008","여의도2주차장","37223","5437835","2022/07"
"PLT-001","강서1주차장","6677","458836","2022/07"
"PLT-007","양화1주차장","8021","978197","2022/07"
"PLT-009","반포1주차장","26204","1134818","2022/07"
"PLT-004","이촌3,4주차장","26278","2253784","2022/07"
"PLT-003","망원1주차장","5460","383405","2022/07"
"PLT-004","이촌1주차장","2190","154903","2022/07"
"PLT-007","양화2주차장","1507","162173","2022/07"
"PLT-005","뚝섬3주차장","15916","2108025","2022/07"
"PLT-005","뚝섬1주차장","8136","629042","2022/07"
"PLT-008","여의도5주차장","8190","2209409","2022/07"
"PLT-004","이촌3,4주차장","33150","3084987","2022/06"
"PLT-011","잠실1,2,3,4주차장","106150","7777436","2022/06"
"PLT-010","잠원2-6주차장","70523","7250594","2022/06"
"PLT-002","난지1,2,3주차장","59655","4718692","2022/06"
"PLT-005","뚝섬4주차장","21148","2161259","2022/06"
"PLT-006","광나루1,2주차장","26170","2120594","2022/06"
"PLT-004","이촌2주차장","11682","936675","2022/06"
"PLT-007","양화2주차장","1986","214857","2022/06"
"PLT-005","뚝섬2주차장","29171","3408894","2022/06"
"PLT-009","반포1주차장","35023","1973954","2022/06"
"PLT-003","망원2,3주차장","35946","3361591","2022/06"
"PLT-009","반포2,3주차장","95394","8371143","2022/06"
"PLT-001","강서1주차장","7660","602676","2022/06"
"PLT-010","잠원1주차장","14141","1041199","2022/06"
"PLT-005","뚝섬1주차장","9622","699785","2022/06"
"PLT-008","여의도5주차장","8588","2180586","2022/06"
"PLT-007","양화3,4,5주차장","29480","2142736","2022/06"
"PLT-006","광나루3주차장","24421","1624249","2022/06"
"PLT-007","양화1주차장","9420","1016177","2022/06"
"PLT-008","여의도4주차장","5254","1458156","2022/06"
"PLT-005","뚝섬3주차장","14625","1445236","2022/06"
"PLT-008","여의도1주차장","87508","10414726","2022/06"
"PLT-008","여의도2주차장","36434","5462206","2022/06"
"PLT-004","이촌1주차장","2762","197606","2022/06"
"PLT-003","망원1주차장","12073","933823","2022/06"
"PLT-008","여의도3주차장","43206","9929131","2022/06"
"PLT-003","망원2,3주차장","40488","4116588","2022/05"
"PLT-009","반포2,3주차장","115326","10536780","2022/05"
"PLT-005","뚝섬3주차장","17015","1774471","2022/05"
"PLT-011","잠실1,2,3,4주차장","120659","9131855","2022/05"
"PLT-005","뚝섬4주차장","24155","2485740","2022/05"
"PLT-003","망원1주차장","14832","1209023","2022/05"
"PLT-007","양화2주차장","2776","298185","2022/05"
"PLT-006","광나루1,2주차장","31077","2529779","2022/05"
"PLT-008","여의도1주차장","105149","12215235","2022/05"
"PLT-006","광나루3주차장","27878","1884139","2022/05"
"PLT-010","잠원1주차장","1","0","2022/05"
"PLT-008","여의도5주차장","9662","2520216","2022/05"
"PLT-008","여의도3주차장","47241","10962437","2022/05"
"PLT-004","이촌3,4주차장","39510","3660037","2022/05"
"PLT-008","여의도4주차장","5632","1562218","2022/05"
"PLT-008","여의도2주차장","45284","6169747","2022/05"
"PLT-007","양화3,4,5주차장","37541","2888183","2022/05"
"PLT-005","뚝섬2주차장","34208","4162071","2022/05"
"PLT-001","강서1주차장","9398","687440","2022/05"
"PLT-004","이촌2주차장","14636","1220260","2022/05"
"PLT-005","뚝섬1주차장","11035","862775","2022/05"
"PLT-009","반포1주차장","40067","2645455","2022/05"
"PLT-002","난지1,2,3주차장","81954","5818399","2022/05"
"PLT-004","이촌1주차장","3477","251072","2022/05"
"PLT-007","양화1주차장","11042","1220080","2022/05"
"PLT-010","잠원2-6주차장","86281","8638726","2022/05"
"PLT-009","반포2,3주차장","101292","7766736","2022/04"
"PLT-008","여의도5주차장","11003","2647278","2022/04"
"PLT-008","여의도2주차장","51868","6082708","2022/04"
"PLT-008","여의도4주차장","8391","1748652","2022/04"
"PLT-003","망원1주차장","13900","1057906","2022/04"
"PLT-007","양화1주차장","10967","1183078","2022/04"
"PLT-003","망원2,3주차장","37965","3704613","2022/04"
"PLT-001","강서1주차장","8786","634559","2022/04"
"PLT-008","여의도3주차장","58764","11114280","2022/04"
"PLT-007","양화2주차장","2505","255357","2022/04"
"PLT-010","잠원2-6주차장","81623","7902529","2022/04"
"PLT-006","광나루3주차장","24869","1631430","2022/04"
"PLT-002","난지1,2,3주차장","65604","4682552","2022/04"
"PLT-007","양화3,4,5주차장","40060","2607116","2022/04"
"PLT-008","여의도1주차장","117488","13022886","2022/04"
"PLT-004","이촌3,4주차장","36417","3114648","2022/04"
"PLT-005","뚝섬3주차장","16324","1544691","2022/04"
"PLT-005","뚝섬2주차장","30984","3601229","2022/04"
"PLT-006","광나루1,2주차장","26969","2178277","2022/04"
"PLT-009","반포1주차장","39731","2341150","2022/04"
"PLT-004","이촌2주차장","13236","1010444","2022/04"
"PLT-004","이촌1주차장","3081","245483","2022/04"
"PLT-005","뚝섬4주차장","24062","2284665","2022/04"
"PLT-011","잠실1,2,3,4주차장","108772","7628083","2022/04"
"PLT-005","뚝섬1주차장","9434","668125","2022/04"
"PLT-008","여의도5주차장","8662","2450060","2022/03"
"PLT-001","강서1주차장","5750","341987","2022/03"
"PLT-006","광나루3주차장","17572","1057191","2022/03"
"PLT-007","양화2주차장","1636","129623","2022/03"
"PLT-008","여의도2주차장","32869","4547624","2022/03"
"PLT-008","여의도4주차장","4877","1463952","2022/03"
"PLT-008","여의도1주차장","71203","8137123","2022/03"
"PLT-005","뚝섬4주차장","19129","1537985","2022/03"
"PLT-004","이촌1주차장","2365","184715","2022/03"
"PLT-010","잠원2-6주차장","41296","3789204","2022/03"
"PLT-003","망원1주차장","10484","731016","2022/03"
"PLT-007","양화3,4,5주차장","22852","1360470","2022/03"
"PLT-004","이촌3,4주차장","24397","1929625","2022/03"
"PLT-008","여의도3주차장","27472","6967067","2022/03"
"PLT-005","뚝섬3주차장","11042","869012","2022/03"
"PLT-004","이촌2주차장","8463","557749","2022/03"
"PLT-010","잠원1-6주차장","23367","2154475","2022/03"
"PLT-002","난지1,2,3주차장","42293","2708878","2022/03"
"PLT-011","잠실1,2,3,4주차장","81699","5023975","2022/03"
"PLT-005","뚝섬1주차장","6365","396298","2022/03"
"PLT-003","망원2,3주차장","31269","2824200","2022/03"
"PLT-006","광나루1,2주차장","19042","1608934","2022/03"
"PLT-009","반포1주차장","23421","1049069","2022/03"
"PLT-005","뚝섬2주차장","21199","2394427","2022/03"
"PLT-009","반포2,3주차장","72526","4535846","2022/03"
"PLT-007","양화1주차장","6963","817712","2022/03"
"PLT-008","여의도2주차장","20821","3087779","2022/02"
"PLT-008","여의도3주차장","21212","6201655","2022/02"
"PLT-005","뚝섬1주차장","4561","271108","2022/02"
"PLT-005","뚝섬2주차장","15499","1615519","2022/02"
"PLT-011","잠실1,2,3,4주차장","64716","3257661","2022/02"
"PLT-003","망원1주차장","7271","509660","2022/02"
"PLT-008","여의도4주차장","3790","1069549","2022/02"
"PLT-007","양화3,4,5주차장","18321","1026629","2022/02"
"PLT-009","반포2,3주차장","56182","3252742","2022/02"
"PLT-010","잠원1-6주차장","57369","4913381","2022/02"
"PLT-006","광나루1,2주차장","13735","1068427","2022/02"
"PLT-005","뚝섬3주차장","7815","507055","2022/02"
"PLT-005","뚝섬4주차장","14194","1051324","2022/02"
"PLT-007","양화1주차장","4993","539700","2022/02"
"PLT-002","난지1,2,3주차장","31281","1424491","2022/02"
"PLT-008","여의도1주차장","51603","5580723","2022/02"
"PLT-004","이촌2주차장","6596","399182","2022/02"
"PLT-001","강서1주차장","4337","207513","2022/02"
"PLT-008","여의도5주차장","7452","1930468","2022/02"
"PLT-009","반포1주차장","17832","682624","2022/02"
"PLT-004","이촌1주차장","1904","133622","2022/02"
"PLT-006","광나루3주차장","13698","675673","2022/02"
"PLT-004","이촌3,4주차장","21305","1555776","2022/02"
"PLT-007","양화2주차장","1083","72759","2022/02"
"PLT-003","망원2,3주차장","24969","1922780","2022/02"
"PLT-010","잠원1-6주차장","64414","5917358","2022/01"
"PLT-008","여의도5주차장","8598","2314594","2022/01"
"PLT-005","뚝섬4주차장","14937","1112609","2022/01"
"PLT-006","광나루3주차장","16383","751542","2022/01"
"PLT-009","반포2,3주차장","59730","3566432","2022/01"
"PLT-003","망원1주차장","7408","532321","2022/01"
"PLT-004","이촌3,4주차장","24292","1834326","2022/01"
"PLT-004","이촌2주차장","7176","471558","2022/01"
"PLT-011","잠실1,2,3,4주차장","77359","3776685","2022/01"
"PLT-008","여의도3주차장","25606","7768612","2022/01"
"PLT-002","난지1,2,3주차장","34963","1553525","2022/01"
"PLT-007","양화1주차장","5425","624646","2022/01"
"PLT-004","이촌1주차장","1848","141007","2022/01"
"PLT-005","뚝섬1주차장","5120","318815","2022/01"
"PLT-009","반포1주차장","19839","832656","2022/01"
"PLT-007","양화3,4,5주차장","17480","1115006","2022/01"
"PLT-008","여의도4주차장","4774","1398495","2022/01"
"PLT-007","양화2주차장","1443","134309","2022/01"
"PLT-008","여의도1주차장","55378","6879020","2022/01"
"PLT-008","여의도2주차장","22047","3812280","2022/01"
"PLT-001","강서1주차장","4673","256857","2022/01"
"PLT-003","망원2,3주차장","25995","2172904","2022/01"
"PLT-005","뚝섬3주차장","8447","567814","2022/01"
"PLT-006","광나루1,2주차장","14330","1191919","2022/01"
"PLT-005","뚝섬2주차장","16798","1857824","2022/01"
"PLT-008","여의도4주차장","5062","1529125","2021/12"
"PLT-005","뚝섬3주차장","7711","541978","2021/12"
"PLT-002","난지1,2,3주차장","34796","1916350","2021/12"
"PLT-008","여의도3주차장","25577","7895693","2021/12"
"PLT-011","잠실1,2,3,4주차장","79270","4131947","2021/12"
"PLT-003","망원2,3주차장","25088","2176928","2021/12"
"PLT-006","광나루1,2주차장","8992","961808","2021/12"
"PLT-009","반포1주차장","18748","775742","2021/12"
"PLT-004","이촌1주차장","1726","128506","2021/12"
"PLT-005","뚝섬2주차장","15371","1801606","2021/12"
"PLT-004","이촌3,4주차장","24054","1712975","2021/12"
"PLT-004","이촌2주차장","7229","446966","2021/12"
"PLT-007","양화3,4,5주차장","16533","1247040","2021/12"
"PLT-009","반포2,3주차장","60210","3733299","2021/12"
"PLT-005","뚝섬1주차장","4994","325239","2021/12"
"PLT-008","여의도2주차장","19289","3500518","2021/12"
"PLT-006","광나루3주차장","18872","811517","2021/12"
"PLT-008","여의도5주차장","9264","2918219","2021/12"
"PLT-005","뚝섬4주차장","13398","1081421","2021/12"
"PLT-001","강서1주차장","4246","251552","2021/12"
"PLT-007","양화2주차장","1238","131980","2021/12"
"PLT-010","잠원1-6주차장","60693","5411700","2021/12"
"PLT-007","양화1주차장","6665","678668","2021/12"
"PLT-003","망원1주차장","7217","597786","2021/12"
"PLT-008","여의도1주차장","52730","7509156","2021/12"
"PLT-004","이촌3,4주차장","27554","2112957","2021/11"
"PLT-008","여의도2주차장","23485","4093061","2021/11"
"PLT-006","광나루1,2주차장","10636","1224387","2021/11"
"PLT-003","망원1주차장","8231","693558","2021/11"
"PLT-007","양화2주차장","1669","141297","2021/11"
"PLT-008","여의도3주차장","28775","8634429","2021/11"
"PLT-009","반포2,3주차장","65316","4943882","2021/11"
"PLT-004","이촌2주차장","7978","579533","2021/11"
"PLT-005","뚝섬2주차장","17285","2062607","2021/11"
"PLT-001","강서1주차장","5480","397428","2021/11"
"PLT-005","뚝섬3주차장","7825","641338","2021/11"
"PLT-008","여의도5주차장","9201","2876243","2021/11"
"PLT-010","잠원1-6주차장","66025","6341310","2021/11"
"PLT-003","망원2,3주차장","23899","2316056","2021/11"
"PLT-006","광나루3주차장","19174","993145","2021/11"
"PLT-002","난지1,2,3주차장","49859","2745918","2021/11"
"PLT-011","잠실1,2,3,4주차장","85033","4827468","2021/11"
"PLT-005","뚝섬1주차장","5088","395243","2021/11"
"PLT-007","양화1주차장","9229","834029","2021/11"
"PLT-004","이촌1주차장","2069","164737","2021/11"
"PLT-009","반포1주차장","20169","1020674","2021/11"
"PLT-008","여의도4주차장","4929","1413664","2021/11"
"PLT-008","여의도1주차장","59246","8461397","2021/11"
"PLT-005","뚝섬4주차장","14928","1341503","2021/11"
"PLT-007","양화3,4,5주차장","22491","1778903","2021/11"
"PLT-008","여의도2주차장","38731","4903745","2021/10"
"PLT-002","난지1,2,3주차장","64257","4120575","2021/10"
"PLT-008","여의도3주차장","33863","8274236","2021/10"
"PLT-008","여의도4주차장","4811","1321138","2021/10"
"PLT-007","양화3,4,5주차장","31972","2713373","2021/10"
"PLT-009","반포2,3주차장","90771","6395232","2021/10"
"PLT-003","망원2,3주차장","27169","2650408","2021/10"
"PLT-006","광나루1,2주차장","21181","1723172","2021/10"
"PLT-010","잠원1-6주차장","96634","8426287","2021/10"
"PLT-004","이촌2주차장","11356","831609","2021/10"
"PLT-005","뚝섬2주차장","26901","2884583","2021/10"
"PLT-007","양화1주차장","9942","970180","2021/10"
"PLT-007","양화2주차장","2338","180049","2021/10"
"PLT-003","망원1주차장","11384","878361","2021/10"
"PLT-008","여의도5주차장","9236","2534471","2021/10"
"PLT-005","뚝섬4주차장","22644","2018677","2021/10"
"PLT-001","강서1주차장","8841","638252","2021/10"
"PLT-005","뚝섬1주차장","7092","593593","2021/10"
"PLT-005","뚝섬3주차장","13542","1096019","2021/10"
"PLT-006","광나루3주차장","25064","1473899","2021/10"
"PLT-004","이촌1주차장","2894","199099","2021/10"
"PLT-011","잠실1,2,3,4주차장","103855","6712869","2021/10"
"PLT-004","이촌3,4주차장","36531","2936102","2021/10"
"PLT-008","여의도1주차장","93742","10167615","2021/10"
"PLT-009","반포1주차장","29356","1778469","2021/10"
"PLT-007","양화1주차장","10646","983700","2021/09"
"PLT-006","광나루3주차장","32422","1471758","2021/09"
"PLT-005","뚝섬3주차장","17276","1497999","2021/09"
"PLT-004","이촌3,4주차장","40193","3164071","2021/09"
"PLT-010","잠원1-6주차장","105509","8776288","2021/09"
"PLT-003","망원1주차장","13615","904489","2021/09"
"PLT-005","뚝섬4주차장","24872","2128681","2021/09"
"PLT-004","이촌2주차장","13651","1000865","2021/09"
"PLT-008","여의도5주차장","9125","2182286","2021/09"
"PLT-009","반포2,3주차장","106481","7512134","2021/09"
"PLT-009","반포1주차장","34630","2218584","2021/09"
"PLT-005","뚝섬1주차장","8665","665159","2021/09"
"PLT-011","잠실1,2,3,4주차장","116119","7881728","2021/09"
"PLT-001","강서1주차장","10118","718579","2021/09"
"PLT-003","망원2,3주차장","30624","2718683","2021/09"
"PLT-008","여의도2주차장","46778","5235215","2021/09"
"PLT-008","여의도1주차장","113000","10633130","2021/09"
"PLT-008","여의도3주차장","37476","7469653","2021/09"
"PLT-002","난지1,2,3주차장","69328","4695631","2021/09"
"PLT-007","양화3,4,5주차장","38642","3229393","2021/09"
"PLT-005","뚝섬2주차장","32490","3241156","2021/09"
"PLT-006","광나루1,2주차장","28358","1966590","2021/09"
"PLT-007","양화2주차장","2849","220950","2021/09"
"PLT-004","이촌1주차장","3404","202633","2021/09"
"PLT-008","여의도4주차장","4617","1112946","2021/09"
"PLT-011","잠실1,2,3,4주차장","80229","3887182","2021/08"
"PLT-008","여의도3주차장","25042","4140208","2021/08"
"PLT-004","이촌3,4주차장","27015","1692940","2021/08"
"PLT-005","뚝섬1주차장","5710","393464","2021/08"
"PLT-005","뚝섬2주차장","18368","1254621","2021/08"
"PLT-005","뚝섬3주차장","9604","582445","2021/08"
"PLT-007","양화1주차장","6738","529524","2021/08"
"PLT-006","광나루3주차장","13586","600042","2021/08"
"PLT-007","양화2주차장","1703","105195","2021/08"
"PLT-002","난지1,2,3주차장","50529","1979265","2021/08"
"PLT-008","여의도4주차장","4200","744194","2021/08"
"PLT-009","반포1주차장","22073","975115","2021/08"
"PLT-004","이촌1주차장","2265","117737","2021/08"
"PLT-003","망원1주차장","9202","558301","2021/08"
"PLT-006","광나루1,2주차장","20718","1063328","2021/08"
"PLT-005","뚝섬4주차장","17850","1199807","2021/08"
"PLT-007","양화3,4,5주차장","23096","1370459","2021/08"
"PLT-008","여의도5주차장","6806","1279170","2021/08"
"PLT-004","이촌2주차장","9093","511138","2021/08"
"PLT-001","강서1주차장","6903","411759","2021/08"
"PLT-010","잠원1-6주차장","80548","5120462","2021/08"
"PLT-008","여의도2주차장","27233","3371543","2021/08"
"PLT-008","여의도1주차장","68815","4707490","2021/08"
"PLT-003","망원2,3주차장","20957","1357049","2021/08"
"PLT-009","반포2,3주차장","66807","3424948","2021/08"
"PLT-008","여의도2주차장","31870","4307914","2021/07"
"PLT-003","망원1주차장","10756","848539","2021/07"
"PLT-007","양화1주차장","8651","848818","2021/07"
"PLT-001","강서1주차장","7022","580497","2021/07"
"PLT-004","이촌1주차장","2904","204700","2021/07"
"PLT-007","양화2주차장","1972","159333","2021/07"
"PLT-005","뚝섬2주차장","21955","2163922","2021/07"
"PLT-003","망원2,3주차장","24367","1890853","2021/07"
"PLT-008","여의도1주차장","71279","8158791","2021/07"
"PLT-009","반포2,3주차장","76464","5086143","2021/07"
"PLT-008","여의도5주차장","8161","2760774","2021/07"
"PLT-009","반포1주차장","28667","1547621","2021/07"
"PLT-011","잠실1,2,3,4주차장","95166","5797471","2021/07"
"PLT-008","여의도3주차장","29531","8493501","2021/07"
"PLT-002","난지1,2,3주차장","53658","2665854","2021/07"
"PLT-008","여의도4주차장","4855","1472191","2021/07"
"PLT-005","뚝섬1주차장","6818","577324","2021/07"
"PLT-005","뚝섬4주차장","21425","1810836","2021/07"
"PLT-007","양화3,4,5주차장","26855","1911093","2021/07"
"PLT-006","광나루1,2주차장","25049","1697010","2021/07"
"PLT-004","이촌2주차장","10790","727435","2021/07"
"PLT-005","뚝섬3주차장","11099","762744","2021/07"
"PLT-010","잠원1-6주차장","98671","7570735","2021/07"
"PLT-006","광나루3주차장","20074","1125137","2021/07"
"PLT-004","이촌3,4주차장","32886","2563815","2021/07"
"PLT-008","여의도5주차장","8666","2744560","2021/06"
"PLT-004","이촌1주차장","3725","196355","2021/06"
"PLT-007","양화3,4,5주차장","36734","2867495","2021/06"
"PLT-005","뚝섬4주차장","23439","2107248","2021/06"
"PLT-009","반포1주차장","36741","2285985","2021/06"
"PLT-005","뚝섬1주차장","8647","766399","2021/06"
"PLT-004","이촌2주차장","11891","932300","2021/06"
"PLT-006","광나루3주차장","24753","1458678","2021/06"
"PLT-007","양화1주차장","13461","1031430","2021/06"
"PLT-011","잠실1,2,3,4주차장","107297","7115483","2021/06"
"PLT-008","여의도4주차장","5424","1677321","2021/06"
"PLT-001","강서1주차장","7408","707438","2021/06"
"PLT-003","망원2,3주차장","27013","2442108","2021/06"
"PLT-005","뚝섬2주차장","31934","3398504","2021/06"
"PLT-008","여의도2주차장","44445","5348214","2021/06"
"PLT-008","여의도1주차장","92711","10640696","2021/06"
"PLT-010","잠원1-6주차장","118150","9364783","2021/06"
"PLT-007","양화2주차장","2659","234924","2021/06"
"PLT-008","여의도3주차장","40185","9846576","2021/06"
"PLT-002","난지1,2,3주차장","62742","3921963","2021/06"
"PLT-004","이촌3,4주차장","38395","3181031","2021/06"
"PLT-009","반포2,3주차장","87378","6176758","2021/06"
"PLT-003","망원1주차장","12790","1042479","2021/06"
"PLT-006","광나루1,2주차장","29201","2190760","2021/06"
"PLT-005","뚝섬3주차장","15752","1344414","2021/06"
"PLT-005","뚝섬1주차장","7244","633412","2021/05"
"PLT-009","반포2,3주차장","85886","6247065","2021/05"
"PLT-001","강서1주차장","6641","577938","2021/05"
"PLT-005","뚝섬3주차장","13400","1259894","2021/05"
"PLT-008","여의도1주차장","85493","9336980","2021/05"
"PLT-004","이촌2주차장","12548","939530","2021/05"
"PLT-003","망원2,3주차장","25096","2359576","2021/05"
"PLT-008","여의도5주차장","7450","2150582","2021/05"
"PLT-007","양화3,4,5주차장","37805","2795820","2021/05"
"PLT-002","난지1,2,3주차장","67333","3988502","2021/05"
"PLT-003","망원1주차장","12170","925482","2021/05"
"PLT-006","광나루3주차장","21783","1369518","2021/05"
"PLT-008","여의도3주차장","37794","8814502","2021/05"
"PLT-010","잠원1-6주차장","102981","8951726","2021/05"
"PLT-008","여의도2주차장","40786","4784492","2021/05"
"PLT-006","광나루1,2주차장","27413","2095086","2021/05"
"PLT-008","여의도4주차장","4899","1353037","2021/05"
"PLT-005","뚝섬4주차장","21835","1931704","2021/05"
"PLT-005","뚝섬2주차장","26667","2961500","2021/05"
"PLT-007","양화1주차장","12974","999662","2021/05"
"PLT-007","양화2주차장","2399","219934","2021/05"
"PLT-004","이촌3,4주차장","38762","3087618","2021/05"
"PLT-011","잠실1,2,3,4주차장","104139","6807046","2021/05"
"PLT-004","이촌1주차장","3135","192176","2021/05"
"PLT-009","반포1주차장","35096","2223246","2021/05"
"PLT-007","양화2주차장","2609","252041","2021/04"
"PLT-007","양화1주차장","12204","1083018","2021/04"
"PLT-004","이촌2주차장","12798","870511","2021/04"
"PLT-002","난지1,2,3주차장","66325","3347319","2021/04"
"PLT-009","반포2,3주차장","86253","6082502","2021/04"
"PLT-010","잠원1-6주차장","110704","9451630","2021/04"
"PLT-005","뚝섬3주차장","13590","1221166","2021/04"
"PLT-005","뚝섬4주차장","23292","2073411","2021/04"
"PLT-003","망원1주차장","12575","999861","2021/04"
"PLT-008","여의도1주차장","86054","10001001","2021/04"
"PLT-004","이촌3,4주차장","37619","3121246","2021/04"
"PLT-008","여의도4주차장","5568","1713819","2021/04"
"PLT-008","여의도2주차장","40717","5071084","2021/04"
"PLT-011","잠실1,2,3,4주차장","107116","6872543","2021/04"
"PLT-008","여의도3주차장","37225","9425225","2021/04"
"PLT-001","강서1주차장","6965","570505","2021/04"
"PLT-005","뚝섬2주차장","27393","2839600","2021/04"
"PLT-009","반포1주차장","36933","2241015","2021/04"
"PLT-004","이촌1주차장","3239","224897","2021/04"
"PLT-008","여의도5주차장","9095","2796442","2021/04"
"PLT-006","광나루1,2주차장","28186","2073544","2021/04"
"PLT-003","망원2,3주차장","26510","2474548","2021/04"
"PLT-007","양화3,4,5주차장","41602","2896583","2021/04"
"PLT-005","뚝섬1주차장","7459","533344","2021/04"
"PLT-006","광나루3주차장","22223","1345109","2021/04"
"PLT-001","강서1주차장","6041","477405","2021/03"
"PLT-005","뚝섬2주차장","21845","2199485","2021/03"
"PLT-005","뚝섬3주차장","10739","889674","2021/03"
"PLT-006","광나루1,2주차장","22327","1653737","2021/03"
"PLT-008","여의도4주차장","5819","1760870","2021/03"
"PLT-008","여의도2주차장","42015","5037377","2021/03"
"PLT-003","망원1주차장","9945","783225","2021/03"
"PLT-007","양화1주차장","9544","874019","2021/03"
"PLT-009","반포1주차장","28926","1616203","2021/03"
"PLT-006","광나루3주차장","18846","1007683","2021/03"
"PLT-008","여의도1주차장","77525","8887500","2021/03"
"PLT-008","여의도5주차장","9258","2805273","2021/03"
"PLT-004","이촌1주차장","2491","166380","2021/03"
"PLT-004","이촌2주차장","8719","632611","2021/03"
"PLT-002","난지1,2,3주차장","52511","2206337","2021/03"
"PLT-011","잠실1,2,3,4주차장","87466","5265734","2021/03"
"PLT-005","뚝섬1주차장","5609","404744","2021/03"
"PLT-007","양화3,4,5주차장","32453","2068009","2021/03"
"PLT-010","잠원1-6주차장","92650","7879958","2021/03"
"PLT-003","망원2,3주차장","21883","1790690","2021/03"
"PLT-007","양화2주차장","1929","159059","2021/03"
"PLT-008","여의도3주차장","35024","9380536","2021/03"
"PLT-009","반포2,3주차장","70663","4843367","2021/03"
"PLT-004","이촌3,4주차장","28693","2348794","2021/03"
"PLT-005","뚝섬4주차장","20088","1693137","2021/03"
"PLT-010","잠원1-6주차장","81510","6376700","2021/02"
"PLT-008","여의도3주차장","26616","6672769","2021/02"
"PLT-002","난지1,2,3주차장","44121","1725992","2021/02"
"PLT-005","뚝섬1주차장","5038","317321","2021/02"
"PLT-008","여의도4주차장","4683","1370176","2021/02"
"PLT-007","양화1주차장","7693","706576","2021/02"
"PLT-009","반포1주차장","27123","1449439","2021/02"
"PLT-007","양화3,4,5주차장","25426","1651352","2021/02"
"PLT-003","망원2,3주차장","20232","1522556","2021/02"
"PLT-001","강서1주차장","5424","324012","2021/02"
"PLT-004","이촌3,4주차장","25055","1851004","2021/02"
"PLT-005","뚝섬2주차장","20503","2032496","2021/02"
